TRACK1 ,TRACK2 ,TRACK3,TRACK4,150,093,060,010,
150,094,060,010,
150,094,060,010,
149,139,060,010,
148,137,060,010,
148,138,060,010,
105,137,060,010,
106,136,060,010,
106,136,060,010,
106,136,060,010,
106,092,060,010,
106,094,060,010,
150,094,060,010,
150,094,060,010,
150,094,060,010,
150,095,060,010,
150,095,060,010,
149,137,060,010,
148,137,060,010,
106,137,060,010,
106,136,060,010,
106,136,060,010,
106,136,060,010,
106,092,060,010,
106,094,060,010,
150,094,060,010,
150,094,060,010,
150,094,060,010,
150,095,060,010,
149,095,060,010,
149,138,060,010,
148,138,060,010,
105,138,060,010,
106,137,060,010,
106,136,060,010,
106,136,060,010,
106,092,060,010,
106,093,060,010,
107,094,060,010,
150,094,060,010,
150,093,060,010,
150,094,060,010,
149,095,060,010,
150,138,060,010,
149,137,060,010,
104,137,060,010,
106,137,060,010,
106,136,060,010,
106,136,060,010,
106,092,060,010,
106,093,060,010,
108,094,060,010,
150,094,060,010,
150,094,060,010,
150,094,060,010,
150,095,060,010,
150,138,060,010,
149,138,060,010,
140,094,060,010,
143,095,060,010,
148,095,060,010,
148,093,060,010,
148,094,060,010,
106,094,060,010,
106,095,060,010,
106,138,060,010,
106,138,060,010,
106,137,060,010,
106,137,060,010,
150,136,060,010,
150,136,060,010,
150,092,060,010,
149,093,060,010,
149,094,060,010,
149,094,060,010,
148,094,060,010,
105,095,060,010,
106,095,060,010,
106,138,060,010,
106,138,060,010,
106,137,060,010,
108,137,060,010,
150,136,060,010,
150,136,060,010,
150,092,060,010,
150,093,060,010,
150,094,060,010,
149,094,060,010,
148,094,060,010,
105,095,060,010,
106,095,060,010,
106,138,060,010,
106,138,060,010,
106,137,060,010,
106,137,060,010,
150,137,060,010,
150,136,060,010,
150,135,060,010,
150,093,060,010,
149,094,060,010,
149,093,060,010,
148,094,060,010,
105,094,060,010,
106,095,060,010,
106,138,060,010,
106,138,060,010,
106,138,060,010,
106,137,060,010,
108,136,060,010,
150,136,060,010,
150,136,060,010,
150,093,060,010,
150,094,060,010,
149,094,060,010,
148,094,060,010,
149,138,060,010,
104,138,060,010,
106,137,060,010,
106,136,060,010,
106,136,060,010,
106,136,060,010,
106,093,060,010,
106,094,060,010,
150,094,060,010,
150,094,060,010,
150,094,060,010,
149,095,060,010,
